Keyword,Intent nguồn,Volume,KD,CPC,ICADO rank,ICADO page,Quyết định,Pillar,Cụm LSI / Search intent,Intent chuẩn hóa,Ưu tiên
quần áo cầu lông lining,Informational,170,10,0.029999999329447746,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Informational,—
quần áo bóng bàn,Informational,140,22,0.05999999865889549,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Informational,—
quần áo cầu lông lining chính hãng,Informational,140,11,0.03999999910593033,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Transactional,—
quần áo thể thao lining,Commercial,140,14,0.03999999910593033,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Commercial investigation,—
bộ quần áo cầu lông,Informational,70,8,0.05999999865889549,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Informational,—
shop quần áo cầu lông,Commercial,70,16,0.03999999910593033,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Transactional,—
quần áo đánh cầu lông,Informational,50,12,1.6299999952316284,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Informational,—
trang phục cầu lông,Informational,50,13,0,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Informational,—
quần áo bóng chuyền beyono,"Navigational, Transactional",40,9,0,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Commercial investigation,—
bán quần áo cầu lông,Commercial,30,13,0,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Transactional,—
bộ quần áo cầu lông lining,"Informational, Transactional",30,9,0.05999999865889549,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Commercial investigation,—
mẫu quần áo cầu lông,Informational,30,6,0,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Informational,—
quần áo gió nike,Informational,30,10,0,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Informational,—
quần áo lining chính hãng,"Informational, Transactional",30,17,0.07000000029802322,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Transactional,—
quần áo lining có tốt không,Informational,30,9,0,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Informational,—
quần áo lining giảm giá,"Informational, Transactional",30,8,0.019999999552965164,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Commercial investigation,—
quần áo lining mùa đông,"Navigational, Transactional",30,8,0,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Transactional,—
trang phục thi đấu cầu lông,Informational,30,6,0,0,,Loại,Athleisure & outfit,Mặc gì / hướng dẫn chọn đồ,Informational,—
phối đồ với giày thể thao nam,Informational,90,7,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày thể thao,Informational,70,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với quần short jean nữ,Informational,50,8,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
mũ nồi màu gì dễ phối đồ,Informational,40,8,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
cách phối đồ với giày balenciaga nam,Informational,30,6,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
cách phối đồ với giày bóng rổ,Informational,30,8,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
cách phối đồ với giày fila nữ,Informational,30,7,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
cách phối đồ với giày the thao độn đế,Informational,30,8,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
cách phối đồ với giày thể thao trắng nam,Informational,30,7,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
cách phối đồ với giày trắng nữ,Informational,30,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
cách phối đồ với quần short jean nam,Informational,30,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
giày cam phối đồ,Informational,30,8,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
giày nike phối đồ nam,Informational,30,-1,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
giày sneaker màu gì dễ phối đồ,Informational,30,6,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
giày sneaker nam phối đồ,Informational,30,-1,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
giày thể thao nam phong cách hàn quốc,Informational,30,6,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
giày thể thao nam phối đồ,Informational,30,6,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
giày đốc nữ phối đồ,Informational,30,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
màu giày dễ phối đồ nam,Informational,30,5,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
những đôi giày dễ phối đồ cho nữ,Informational,30,4,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
những đôi giày sneaker dễ phối đồ,Informational,30,5,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phong cách giày sneaker,Informational,30,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ giày sneaker nam,Informational,30,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày dior nam,Informational,30,4,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày high top,Informational,30,6,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày màu kem nam,Informational,30,6,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày nike air force 1 nam,Informational,30,7,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày sneaker trắng nam,Informational,30,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày thể thao màu cam,Informational,30,5,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày thể thao trắng nam,Informational,30,5,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày thể thao đen nữ,Informational,30,8,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với giày đen nam,Informational,30,6,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với quần jean ngắn nam,Informational,30,8,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với sneaker nữ,Informational,30,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
phối đồ với sneaker đen,Informational,30,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
sneaker dễ phối đồ,Informational,30,9,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
sneaker đen phối đồ,Informational,30,6,0,0,,Loại,Athleisure & outfit,Phối đồ / outfit / lookbook,Inspiration,—
áo bóng bàn,Informational,3600,53,0.05999999865889549,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo cầu lông,Informational,2400,12,0.05999999865889549,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo khoác nike,Informational,1900,66,0.03999999910593033,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo bóng chuyền,Informational,1600,12,0.09000000357627869,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo lining,"Informational, Transactional",1600,13,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
cách quấn cán vợt cầu lông,"Informational, Transactional",880,5,0,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
quấn cán vợt cầu lông,Informational,720,9,0.019999999552965164,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo khoác lining,Informational,720,11,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
quần cầu lông,Informational,480,8,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo cầu lông lining,Informational,390,15,0.029999999329447746,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
cách quấn cán vợt,Informational,320,22,0,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
quần lining,Informational,320,16,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo khoác gió nike,Informational,320,12,0.03999999910593033,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
cách quấn vợt cầu lông,"Informational, Transactional",260,9,0,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
mẫu áo bóng chuyền,Informational,260,10,0.10000000149011612,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo gió lining,"Informational, Transactional",260,9,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
áo phao lining,"Informational, Transactional",260,10,0.03999999910593033,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
quấn cán cầu lông,Informational,210,11,0.009999999776482582,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
quấn vợt cầu lông,"Informational, Transactional",210,9,0.03999999910593033,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
áo bóng chuyền beyono,Navigational,210,10,0.09000000357627869,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo lining chính hãng,Informational,210,16,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Transactional,—
quần vợt là gì,Informational,170,17,0,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
váy cầu lông,Informational,170,4,0,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo lông vũ lining,"Informational, Transactional",170,9,0,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
áo nỉ adidas,Informational,170,13,0,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo polo lining,"Informational, Transactional",170,9,0.05999999865889549,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
áo thun lining,"Informational, Transactional",170,10,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
áo thể thao lining,"Informational, Transactional",170,14,0.03999999910593033,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
đặt áo cầu lông,Informational,170,7,0.17000000178813934,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
đồ thể thao lining,Transactional,170,15,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
mẫu áo bóng chuyền đẹp,Informational,140,7,0.10000000149011612,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
quấn cán lining,Informational,140,7,0.03999999910593033,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
quần đùi lining,Informational,140,9,0.05999999865889549,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo cầu lông in tên,Informational,140,12,0.14000000059604645,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo cầu lông mizuno,Informational,140,5,0.07000000029802322,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo cầu lông đẹp,Informational,140,7,0.07000000029802322,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo khoác lining chính hãng,Informational,140,9,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Transactional,—
li ning áo,"Informational, Transactional",110,20,0.05000000074505806,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
mẫu áo cầu lông,Informational,110,4,0.07000000029802322,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
quần gió nike,Informational,110,24,0,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo bóng chuyền mizuno,"Informational, Transactional",110,9,0.09000000357627869,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Commercial investigation,—
áo bóng chuyền đẹp,Informational,110,3,0.07999999821186066,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Informational,—
áo cầu lông chính hãng,Informational,110,13,0.03999999910593033,0,,Loại,Athleisure & outfit,Trang phục thể thao ứng dụng,Transactional,—
